without_pos	0.7890604058380027	0.5973054180708085	0.6554351794764127
without_lemma	0.791863392781894	0.5998702780037072	0.658641990994567
without_stem	0.7896917809556157	0.5969714290097019	0.6563366543417168
without_isSuperlative	0.7906695995881273	0.60470835240611	0.6626610450409042
without_isComparative	0.7893302549890991	0.6010455028900946	0.6590178763895523
without_lastFourNegative	0.7922848573021707	0.5991393776342365	0.6573495513367349
without_positiveScore	0.7875776571462613	0.6006775178999388	0.6583314900226895
without_negativeScore	0.785180802613776	0.601670241638086	0.6587213361512307
without_nominalSubject	0.7879904236432759	0.604121783421499	0.6621673574195033
without_directObject	0.7890077968007687	0.601451657643631	0.6591743752509381
without_indirectObject	0.785841054909629	0.6038259641237731	0.6613732629985243
without_copula	0.785841054909629	0.6038259641237731	0.6613732629985243
without_conjunction	0.7781486314806972	0.596034170784624	0.6515091549370927
without_coordinatingConjunction	0.7835422897515203	0.6021846449302671	0.6590461760459051
without_synonym1	0.7969084165347823	0.60290331916089	0.6633715000052546
without_synonym2	0.7936422440656482	0.5996898637726326	0.657863359064307
without_hypernymParent	0.7838182705108645	0.5980384053574447	0.6557550709516616
without_hypernymGrandparent	0.7928491403918202	0.5967167621690319	0.6558637160327004
without_antonym	0.788359083881136	0.6006465046645649	0.6582227863654141
without_isStopWord	0.7887024322293751	0.6055928276056124	0.662826784467085
without_isFrequentAte	0.7887840419724789	0.6081165350814551	0.6656121640049402
